offset	key	run	text
0x009714a2	0x13c30ffd574ba569	13	%V]+%Gr,{WFK.
0x00972520	0x35455b1b0f11dd79	8	KNZOK1y}
0x00972647	0x17e9e5e7f7d7b945	9	Y<QS*%BYW
0x009726ba	0x00034cd79be23716	8	hK*,gyRt
0x00972acf	0x157b63250ddd8515	9	grI,}VAiN
0x00973ac0	0xf985618c7153b52a	10	m~3fx/a8pA
0x00973d41	0x6df37f675ef6eae0	9	Tz *?epXh
0x0097459a	0xdd5f61f7958339d1	13	}4f:&f!irV6^z
0x00974fcc	0x4f05f913fd03c13b	9	yer,pA)$J
0x0097603b	0xc96a6971337d4dce	9	vjgPQ1wI/
0x00976b83	0xf93b852767cf536b	9	56tBx.tqc
0x0097728f	0x19ddd5e373d51fd7	9	wR4A.YquH
0x00977ed2	0xd00389547ef21d0f	9	:T"lYp8XU
0x009783d9	0x4f45e1d1d1dbf03a	8	!Y/ruGof
0x00978cf5	0xbbcf7f092b9d27e7	9	ww-2NiaGX
0x009792bd	0xc367335909bdbb4b	9	yI!Y@wz{L
0x00979737	0xd72d950f859d3db5	8	Jy g'JwO
0x0097aabb	0x00185a5aafc4712d	9	bbiuuLJ?M
0x0097acfa	0x232b9f15270b3d4b	10	d.ZqoCb5PC
0x0097c47f	0xdf35319343f97187	8	.xEZrhrp
0x0097ce1c	0x5d679151934d3fff	10	LOqN;1v/|g
0x0097d4cb	0x41d7756ba3c70919	9	,lM/QhMrx
0x0097da10	0x215fbf1fcb43878f	8	vbqLtz0/
0x0097dba9	0x37dff3c7052313af	8	cjRAY{-m
0x0097dd9a	0x7d695675c80588d5	11	Lpcz?=)8Pln
0x0097ddab	0xb913f7dd65f90de7	8	Aiyd%QG[
0x0097e61f	0x6bedc785a1a9bb8f	8	 vFIMLa=
0x0097e8e9	0x7363f547d99d6549	9	L&vi idn$
0x0097efc8	0x87713fbf6f7507c5	10	C20:Oqf%Zo
0x009806e1	0x45439d6d390387c1	9	IPT%cmD&i
0x00981a96	0x5f639d6ba1d56fd7	8	p]tkXB!y
0x00981b3a	0xd9a73b09df2d7bd9	8	`KOo%Ewy
0x00981de7	0x29456b557951478b	9	Th$0:TlPo
0x00982c8a	0x001849376cd33c77	8	r,I$RbiN
0x00982ed5	0x19716db5bdcdb597	9	vi3>XLf,k
0x00983419	0x67eff1d5f50f77d5	9	nM}bj'fwo
0x00983f88	0x11137b4145a75531	13	&4n)=jg(+A/Uf
0x0098404e	0x31f751d939a15fc5	9	.r[jRtjH!
0x00984313	0xbf237f8f7f4531cd	10	Y:T-u1UW\q
0x00984a47	0x517fa5157d77899b	11	+WAa<X+%o}D
0x00985a7e	0x1dbbdb0b45031565	8	$}hyrgfB
0x00985e19	0x43e1d9a987870925	10	^Nq|$pD}Lp
0x009862eb	0xd367293727754bdf	9	jqFuvdC b
0x009868ce	0xa7bb598df7a16171	10	nMWY;M3{tn
0x00986a5a	0xd90f9717cbf93ddb	9	U*IZ-6VaX
0x00988721	0xd4bfb52fed4bfb53	9	su2eRD7k!
0x009892d4	0xf56c70b50083af39	9	[bxQ%L3ne
0x009893de	0x632dcbc71197a53b	11	Lx\!6rEY"P.
0x0098a7b7	0x798f452f2d897783	12	5`odZfF[ dB5
0x0098b3c2	0xe5af15539f7bbf67	11	(RWP,,9'GXl
0x0098bbae	0x6be14d2d5f8947a7	8	Th w"AXK
0x0098c038	0x1fffb1697fdb496f	10	d}P'>utsm=
0x0098c9b6	0xc70535710d1db1fb	9	z" rAGNEA
0x0098e0b3	0x2fe26eeba82234d3	10	%T[cC(Vr4i
0x0098e33e	0x072b851375a97515	9	h(Ua{3THX
0x0098ea45	0x139f6bd72b83559d	8	xcMgb+,Q
0x0098fd17	0xf155578b05fbd3a5	9	KZUX4Rq}n
0x0098ff3c	0xb131dfa39785119b	10	D@K_G2RI.x
0x00990b12	0x6111c9e5676b8b63	8	0RbmiFT,
0x00991ce8	0x0b31173123a5e14d	10	AF%xg3{e^J
0x00992777	0x173bd7d997ff81bb	8	xCt*wX J
0x0099299d	0x05d1d3fda3210bb1	10	uJ<_%VX#hM
0x00992c94	0x49b763e7298b2709	10	aE]tOj.+j"
0x0099350d	0x47d54fc50415ff3d	9	i$Zmo/uZ5
0x00993ade	0x1bcb07e5f1e1d733	8	N?Gw%uKp
0x00993d3a	0x8db1196787373b67	12	s14n,b--wL\c
0x00993d8e	0x1325f743a91b51a1	10	s6t:cWkN3h
0x009942d9	0xb5235d29a90b1715	8	vrfIG:=g
0x0099489a	0x19a3e1a77757e5f5	10	%d%RT1!IXM
0x00995d44	0xa3a21a870ea8cebb	9	$:?ZoeolO
0x0099621d	0x2b6b5969f92b9f1f	11	>?eNR"me>?e
0x00996736	0xc5506cdf69e54b5e	19	yi)j^9V.yi)j^9V.yi+
0x009969cf	0x3353af954f9717dd	9	ifIZ?ZK'^
0x0099a00b	0x4d6b77a55f234f1f	11	<xD`%8MQ<XD
0x0099a019	0x09738fe351d9018b	21	Q[lq\@NQQSly\ NIQKla\
0x0099a01f	0x8f63bf9179cd3ffb	15	_)foH8L _IfwHXL
0x0099a063	0xef9989594b934981	21	@JRR,.L|@BRP,&L\@zR^,
0x0099a06c	0x6d659b890311a179	12	ZPl@&S%cbPT@
0x0099a06e	0x4b594d5ba7572bb9	8	8E%MSbrI
0x0099a7f9	0x29e2ac38f65e9078	13	s.U53AzNs"Ue3
0x0099a86f	0xc5a17f5f4711f731	21	g:w[A+/yg:w[A+/yg:w[A
0x0099acec	0xbdabbdf463c0c3b5	10	 ztn4m"m@z
0x0099afb5	0xabb53bbffd21a361	11	7noPa}R*7no
0x0099b2a9	0xb555e7e78b61756f	23	!-Ok0nU+!-Ok0nU+!-Ok0nU
0x0099b3d3	0xffed41e5a1f101ed	31	way37Ew`wiy;7Mw@wqy#7Uw wyy+7]w
0x009b9cda	0x97b98b2deb5bfbf5	9	Po{mma"=h
0x009b9d3c	0xa1bb2365ff11cf09	11	`*w6/tgP[hw
0x009ba503	0xbfa389dbc7b75133	8	&/mcRapg
0x009ba8a9	0x032df1eb717b6feb	13	]Qo[}"aU]Qo[}
0x009bbac1	0xdf0375af03b1c5a3	10	~{F1aV~hWH
0x009bbbf0	0x790161bb3133d3ff	8	?CvvdFiS
0x009bd70c	0x331741130d5163db	10	{MVhn#.f{m
0x009bd953	0x075981af83f98127	15	NK~@]I.<NM~PoH.
0x009bd9e2	0x651d05b58d1593d9	22	grhlm( +`rxl}(0+arHlM(
0x009bda10	0x3b2bc53b3781a591	18	@-LnC.Cgh-pnW.]gH%
0x009bda16	0x37c937cb4bd7cdc1	8	xn-iUn$n
0x009be22c	0xe39b1b791bcd6d29	12	xk.c cr|Hk.c
0x009be2be	0x2ff5974b331dcd97	64	?npfH/7\=ntfH/3\=nrfH/5\=nvfH/1\=nqfH/6\=nufH/2\=nsfH/4\=nwfH/0\
0x009bf4fc	0xbd45add9775321ad	11	$JH7n/`:RJR
0x009bf9fe	0x75e577e73b43ddd3	9	rN_Z.~NBj
0x009bfb61	0x9dd9871933e3e715	10	PG>Gig/S-f
0x009c0284	0xe59fef494b4dbfa1	11	|,N)%k;TJin
0x009c0787	0x275dffdf5fe30655	8	kj`yy!il
0x009c0806	0x1de7edf983178bd5	8	/NbLozdc
0x009c2746	0x994b1fcdb10f03e5	14	/`pXn>NL/`dXn>
0x009c2793	0xc3e1bb03a533212d	13	iGF-`ApxiKF-`
0x009c323c	0x831353dd0555b50f	8	oAD}zky7
0x009c3429	0x95422a55fbadf05e	9	2,UCAg[Oh
0x009c3e67	0xeb691d2e784fbff5	10	fM?}bg<CeH
0x009c54d6	0xef2baff92d21a11b	8	?jD;WVGU  kept 992 rows

0x009c552d	0x11655bb3ad3dc9a9	10	6a9XJL}bwJ
0x009c750e	0xe9096d3781dd5b9f	10	?k Fnkcr?k
0x009c865b	0x8bad31138df5832b	9	e0Wlb:uqe
0x009c8e2d	0x0f1bb3357d132d03	11	fib0(vc-fib
0x009c9320	0xadc91f67fb459713	10	b/*WJ>EOb/
0x009cabaa	0xa3559bf3c9a9055b	14	k(!d~s)tk(Te~s
0x009cd2b8	0x69e7c3df9353fb03	8	W_PRxX!K
0x009cdf0b	0x1d93cbdce546396e	9	e3d4JvTa}
0x009ce6a1	0xd53bf1dd677fe15f	8	XBlFuIA/
0x009ce8d5	0x5171a3b795820940	9	c|oNt{gM 
0x009cef75	0x0073ae03af12d3ea	11	<DK_d3}F9Lk
0x009d0b7b	0xb111821714abea2f	11	n~ue.b&Q^:u
0x009d1324	0x8ff52fad4397a5fb	13	~Lmhe^gC[-/hM
0x009d2940	0x73bd1d3b3b99bba1	11	\WNgFQ%NPwI
0x009d2d77	0x49119beb711b0153	9	OhC%}R:LJ
0x009d2d9d	0x513ba9c98b85910b	10	AK,R%<G(aM
0x009d2e5c	0xe9a141ab0d0d3361	11	ZF`ht#:t1f(
0x009d3200	0x03c1e99dadf36d5b	10	Kk]n{tb`Hk
0x009d3ba9	0x77f92d0b998149c1	12	eVE^aFy%eVE>
0x009d775d	0x4bd12f5955f57de5	9	JK/L%Xhi/
0x009d8f25	0xcbaf599d756369db	12	B4lm0,Wfb4l,
0x009d9e87	0x8db10dd9fb19b58b	9	1iV_m-JLc
0x009dd528	0xf3b39f57bdcd05b3	9	C FjP7gKV
0x009dd694	0xa77be475917137e0	16	P/8I-DOGp'8ILDOG
0x009de9c7	0xc54b5723f1bb3307	9	jfgafO/.O
0x009df0d4	0x5bc35197a77db3ab	10	uccG> x+uV
0x009e28dd	0x29a39569e7e59b9b	8	sS/OH,tk
0x009e8262	0x9991378f0197c37b	11	oxVO?n73O_&
0x009eec95	0x93c3016b6325c38f	12	^K!lz5~a,X)s
0x009fa2c1	0x13b1cd49b5f30393	9	r}^K$Hhbo
0x009fe980	0x4ec4ec4ec4ec4ec5	10	.:HMzHL+e)
0x00a12269	0x37b90783273fffeb	64	iF|No/\flB|Nc-\fo@|Ng-\fl@|Nk-\fl>|No-\fm>|Nc+\fb@|Nh+\fc@|Nk+\f
0x00a17869	0xbbbdade1fb8be303	8	 |coqMkg
0x00a17f38	0x8d8bb1ba3dc00de4	10	^HP=nXe ^H
0x00a17f3d	0x6dbd5748d1c6649f	20	=L=hL/9s=M=hL?9s=I=h
0x00a199c2	0x1bc7b3ad2b27f90d	8	xBLemv?r
0x00a215a1	0x9df50bedb7e1db17	10	.ojgoaiU&`
0x00a2b85c	0xada5a90d81cf2927	9	g}W?kT-mF
0x00a2ec5b	0x9b23bfb593791fef	15	vo<a3.D@zo<!#.D
0x00a32e98	0x03d3194daf01a1fd	10	xP IpFe@[+
0x00a398b5	0x256b17cd2fa96d31	8	taQ~n.mO
0x00a41a49	0xadefe77b850579c9	9	D98o.vhga
0x00a4931f	0x4301f551e33799a1	14	PmYo(KKHRkC\)}
0x00a51259	0x8d3f6d93f7194f21	8	mjs?Rk~L
0x00a51a34	0x00e47114690a13d9	8	  RXutoC
0x00a571bd	0xbba1b71b89d97d91	10	H?+DPNP7y=
0x00a5725b	0x0d59f3b9b501fd93	10	I9mK}-k`Ak
0x00a58631	0x3583d1b5adf33b97	8	/g~OUipi
0x00a5b5b8	0x3846545550544d53	9	B2QZdQ5}Q
0x00a5b614	0xbb173f67b7038b95	8	XY(HNWP?
0x00a5e495	0x4f8d2f81233f73d1	8	hn~x}XlW
0x00a5f606	0xa193999deb33e141	16	!pF<: :U!TF<: ZU
0x00a6844a	0x15a52b2fcd95533f	11	bj,n^e.@vjL
0x00a685d4	0x7b87fac2db9a74e3	10	|SdrU:>MOF
0x00a72ba2	0x77175ba3379579bf	8	TC.ltk&X
0x00a7a70d	0x9d28874a74b0122b	8	@V,utGkH
0x00a7b6d1	0xe7ff29dbefa183b5	20	cXUW:ywzcXUO:y}zcXU+
0x00a7f459	0x033ba7a555d9658b	8	q!ih-Ogu
0x00a86197	0x738da9ffd591cd05	8	xFoN}QN/
0x00a8a36e	0x45d54b21c7378b9f	10	?qfYCvQ0#m
0x00a97dd5	0xebe14df77589b99b	13	 xceZ0<4 xieZ
0x00a97dda	0x954111e19577ab4d	8	0FzxT%Lz
0x00a9930b	0x83ad7f091769a74d	10	jF3W{^mpjG
0x00a9ad82	0xabadbbeb4d9da98f	8	f+kb}wMC
0x00aa35db	0x15cf7d67d96f1933	11	u%T j?=J'bc
0x00aa424b	0x6775636799b17977	11	WQxIB7eLWQ{
0x00aa5276	0x1bbf15893799719b	10	[=mWGtoJ <
0x00aa83b1	0x815dbf7b17d7e31b	10	8G-8FkL)Kg
0x00aa8d16	0x4b8521cc422c7f0c	11	pbb&Q0t `K_
0x00aaa654	0x918bfb316fc50541	8	jH%srWj#
0x00aad0cf	0x3b66da385658a0ca	13	FtVYytD4r9\,2
0x00ab0464	0xad45bbe3a1499d25	14	y*Op'L 5#*Op'L
0x00ac5c39	0x59f737ab559dab69	10	 hCU=rNE5]
0x00ac6640	0xd3bbcbdd4f1bffab	9	nPK-Oywz~
0x00ac84a1	0xffb76bb1eb4db59b	10	(cH.Q^GuH{
0x00ac9b7a	0x2577ad937d3753cd	8	njwJ3m/n
0x00ace6ff	0xafa703f5fff3cd7b	12	ok3`Pk]_oN#/
0x00ad40e0	0x41fbfd3f2baffbeb	13	xdKeF~%_n__ev
0x00ad6165	0xed2b3763ed554f59	8	O;U,mneo
